"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00812870575804921,-0.266957799989381,0.007,0.011,1,"6","panE-3"
0.00817763983528405,-0.164449243179259,0.037,0.046,1,"6","amiA-4"
0.00830651807861189,-0.11872918239898,0.006,0.01,1,"6","yzcX-1"
0.00837794810534131,-0.19438540412599,0.009,0.014,1,"6","ubiE-1"
0.00853693465250263,-0.347998738865952,0.008,0.013,1,"6","yfhL-1"
0.00857347471435431,-0.109599994037378,0.015,0.02,1,"6","miaA-1"
0.00880418674643129,-0.533551449580633,0.007,0.011,1,"6","yfdH-4"
0.00880886106809362,-0.200786959653903,0.006,0.01,1,"6","yfbB-1"
0.00895738714599572,-0.317874767153293,0.022,0.028,1,"6","rplJ-2"
0.0091641962251921,-0.420969148179368,0.007,0.011,1,"6","insI-1-1"
0.00920914753959777,-0.102006743630992,0.008,0.012,1,"6","ydhA-4"
0.00928048360171352,-0.205028970783602,0.011,0.016,1,"6","rfaF-1"
1.58840062158066e-245,-6.81385939330976,0.001,0.111,3.44698818889219e-241,"1","fimI-4"
4.30448645922878e-195,-0.547631106959224,0.06,0.2,9.34116606517238e-191,"1","groL-5"
1.07185252274924e-191,-0.469137403255654,0.064,0.207,2.32602715961813e-187,"1","bipA-2"
5.96286119799964e-189,-0.288494828988008,0.095,0.259,1.2940005085779e-184,"1","guaB-2"
3.88260183463755e-164,-0.243239363915428,0.078,0.216,8.42563424134696e-160,"1","pyrG-5"
3.92752587608261e-162,-0.157953979282275,0.1,0.252,8.52312390368688e-158,"1","purA-5"
3.8777327043472e-161,-0.27289911124816,0.073,0.207,8.41506774170386e-157,"1","prfA-1"
4.59751964786184e-150,-0.161924998090507,0.097,0.24,9.97707738782498e-146,"1","spoT-1"
3.5104972501164e-144,-0.429097150526194,0.048,0.155,7.6181300824776e-140,"1","katG-5"
6.36277596771794e-144,-0.758203020086465,0.033,0.129,1.38078601275447e-139,"1","ygiS-3"
1.22249276199955e-143,-17.1728707974688,0,0.066,2.65293154281523e-139,"1","fimA-4"
8.48395864615803e-141,-0.229098961640151,0.077,0.202,1.84110386580275e-136,"1","rho-3"
2.01169486559037e-133,-0.535577394809004,0.04,0.136,4.36557902781767e-129,"1","acpP-1"
4.42010228920228e-125,-0.483032962054506,0.036,0.125,9.59206397779787e-121,"1","pgk-1"
1.85575183042871e-123,-0.228082068965039,0.057,0.16,4.02716704721335e-119,"1","yhhQ-4"
5.81937317270321e-119,-2.72623532303644,0.003,0.062,1.26286217220832e-114,"1","aroF-1"
5.8530719792969e-118,-0.525673406688362,0.03,0.111,1.27017515022722e-113,"1","ihfA-5"
8.62936478119469e-113,-0.260759426787399,0.049,0.141,1.87265845116706e-108,"1","gapA-3"
2.18570772841244e-101,-0.522360778826033,0.028,0.099,4.74320434142783e-97,"1","kdsA-1"
8.0176672983933e-101,-16.6755160284247,0,0.047,1.73991398042433e-96,"1","fimC-5"
1.88585685090529e-100,-0.379161012362238,0.044,0.125,4.09249795214957e-96,"1","ibpA-2"
8.05754788454036e-97,-0.590914708739254,0.022,0.087,1.7485684664241e-92,"1","uvrA-4"
1.585495928129e-96,-0.532842431096631,0.023,0.088,3.44068471363274e-92,"1","gcd-2"
5.44958938035725e-96,-1.18054812481124,0.011,0.067,1.18261539143133e-91,"1","rrmJ-4"
1.65202366209696e-95,-0.53582603426882,0.025,0.092,3.58505654911661e-91,"1","yhhW-1"
3.67686081372681e-95,-0.425546073487938,0.03,0.1,7.97915565186854e-91,"1","pykF-2"
3.26666416044748e-91,0.121602581472899,0.219,0.401,7.08898789458708e-87,"1","deaD-2"
8.00094228600987e-91,-0.4585839102469,0.024,0.088,1.736284485487e-86,"1","pcnB-3"
6.90529863337944e-90,-0.38939446010503,0.031,0.098,1.49851885642967e-85,"1","mntH-3"
1.44890625824654e-88,-0.568971344119428,0.021,0.081,3.14427147102081e-84,"1","exbD-2"
2.27844982834886e-86,-0.608296085649915,0.021,0.08,4.94446397249985e-82,"1","glpR-5"
3.24100249460769e-86,-0.518023071965744,0.021,0.08,7.03329951354816e-82,"1","rhlB-2"
3.74586351627624e-85,-0.434984961187884,0.021,0.08,8.12889841667107e-81,"1","clpA-3"
8.86621988621114e-85,-0.480994760101343,0.029,0.092,1.92405837750668e-80,"1","pspA-1"
2.47355621392068e-84,-0.743483005923656,0.019,0.075,5.36786433982926e-80,"1","yfiD-3"
4.18010633955744e-84,-1.94101285169699,0.005,0.05,9.0712487674736e-80,"1","fxsA-1"
3.55529933669134e-82,-0.376496947970906,0.027,0.087,7.71535509055388e-78,"1","hns-2"
5.38498559891289e-82,-0.25163504069596,0.03,0.093,1.16859572482009e-77,"1","lpd-1"
8.85701021378656e-82,-0.315090348142489,0.036,0.102,1.92205978649382e-77,"1","clpB-5"
1.10255140572206e-80,-0.718757897524024,0.018,0.071,2.39264680555743e-76,"1","yjgI-4"
