"Feature","Gene","Probe","Summed_Counts"
"yhbO-2","yhbO","2",51
"yhbP-4","yhbP","4",178
"yhbQ-1","yhbQ","1",0
"yhbS-1","yhbS","1",136
"yhbT-3","yhbT","3",92
"yhbU-1","yhbU","1",13
"yhbV-2","yhbV","2",1
"yhbW-1","yhbW","1",123
"yhbX-5","yhbX","5",87
"yhbY-1","yhbY","1",0
"yhcA-3","yhcA","3",18
"yhcB-1","yhcB","1",605
"yhcC-1","yhcC","1",16
"yhcD-4","yhcD","4",75
"yhcE-5","yhcE","5",87
"yhcF-5","yhcF","5",167
"yhcG-4","yhcG","4",347
"yhcH-3","yhcH","3",161
"yhcM-3","yhcM","3",422
"yhcN-5","yhcN","5",6
"yhcO-5","yhcO","5",140
"yhdA-3","yhdA","3",615
"yhdE-1","yhdE","1",0
"yhdH-2","yhdH","2",206
"yhdJ-3","yhdJ","3",175
"yhdL-5","yhdL","5",783
"yhdN-3","yhdN","3",1810
"yhdP-4","yhdP","4",244
"yhdT-2","yhdT","2",6
"yhdU-2","yhdU","2",11
"yhdV-1","yhdV","1",10
"yhdW-2","yhdW","2",46
"yhdX-3","yhdX","3",28
"yhdY-5","yhdY","5",40
"yhdZ-4","yhdZ","4",60
"yheL-5","yheL","5",129
"yheM-1","yheM","1",834
"yheN-1","yheN","1",158
"yheO-4","yheO","4",1342
"yheS-1","yheS","1",226
"yheT-4","yheT","4",168
"yheU-4","yheU","4",496
"yheV-1","yheV","1",327
"yhfA-3","yhfA","3",17
"yhfG-5","yhfG","5",247
"yhfK-3","yhfK","3",128
"yhfL-2","yhfL","2",98
"yhfS-1","yhfS","1",0
"yhfT-5","yhfT","5",20
"yhfU-1","yhfU","1",0
"yhfW-1","yhfW","1",17
"yhfX-4","yhfX","4",34
"yhfY-1","yhfY","1",60
"yhfZ-2","yhfZ","2",105
"yhgA-3","yhgA","3",83
"yhgE-3","yhgE","3",112
"yhgF-4","yhgF","4",382
"yhgG-1","yhgG","1",27
"yhgN-1","yhgN","1",17
"yhhA-5","yhhA","5",102
"yhhF-1","yhhF","1",411
"yhhH-4","yhhH","4",44
"yhhI-3","yhhI","3",87
"yhhJ-2","yhhJ","2",55
"yhhK-4","yhhK","4",348
"yhhL-2","yhhL","2",168
"yhhM-1","yhhM","1",0
"yhhN-3","yhhN","3",401
"yhhQ-4","yhhQ","4",8305
"yhhS-2","yhhS","2",71
"yhhT-3","yhhT","3",101
"yhhW-1","yhhW","1",4865
"yhhX-1","yhhX","1",569
"yhhY-4","yhhY","4",73
"yhhZ-3","yhhZ","3",46
"yhiD-4","yhiD","4",49
"yhiF-4","yhiF","4",48
"yhiI-1","yhiI","1",0
"yhiJ-1","yhiJ","1",56
"yhiL-2","yhiL","2",29
"yhiM-3","yhiM","3",52
"yhiN-5","yhiN","5",3
"yhiP-2","yhiP","2",290
"yhiQ-1","yhiQ","1",0
"yhiR-4","yhiR","4",304
"yhiS-2","yhiS","2",67
"yhjA-4","yhjA","4",187
"yhjB-4","yhjB","4",45
"yhjC-3","yhjC","3",93
"yhjD-5","yhjD","5",16
"yhjE-5","yhjE","5",177
"yhjG-4","yhjG","4",264
"yhjH-1","yhjH","1",50
"yhjJ-1","yhjJ","1",343
"yhjK-1","yhjK","1",663
"yhjQ-4","yhjQ","4",153
"yhjR-3","yhjR","3",127
"yhjV-3","yhjV","3",397
"yhjX-1","yhjX","1",101
"yhjY-4","yhjY","4",470
"yiaA-4","yiaA","4",25
"yiaB-1","yiaB","1",18
"yiaC-5","yiaC","5",2
"yiaD-1","yiaD","1",0
"yiaF-3","yiaF","3",937
"yiaG-4","yiaG","4",79
"yiaH-1","yiaH","1",44
"yiaJ-5","yiaJ","5",8
"yiaK-3","yiaK","3",24
"yiaL-1","yiaL","1",18
"yiaM-1","yiaM","1",0
"yiaN-1","yiaN","1",13
"yiaO-2","yiaO","2",5
"yiaT-1","yiaT","1",67
"yiaU-4","yiaU","4",188
"yiaV-4","yiaV","4",23
"yiaW-4","yiaW","4",7
"yiaY-1","yiaY","1",42
"yibA-3","yibA","3",13
"yibD-3","yibD","3",313
"yibF-3","yibF","3",44
"yibG-5","yibG","5",6
"yibH-4","yibH","4",2
"yibI-3","yibI","3",3
"yibJ-2","yibJ","2",64
"yibK-1","yibK","1",0
"yibL-1","yibL","1",0
"yibN-1","yibN","1",247
"yibQ-1","yibQ","1",447
"yibT-1","yibT","1",313
"yicC-2","yicC","2",32
"yicE-5","yicE","5",14
"yicG-1","yicG","1",44
"yicH-1","yicH","1",32
"yicI-1","yicI","1",58
"yicJ-2","yicJ","2",25
"yicL-4","yicL","4",89
"yicN-1","yicN","1",138
"yicO-4","yicO","4",15
"yicR-1","yicR","1",189
"yicS-4","yicS","4",45
"yidA-5","yidA","5",391
"yidB-1","yidB","1",0
"yidC-1","yidC","1",7296
"yidD-1","yidD","1",0
"yidE-3","yidE","3",791
"yidF-1","yidF","1",0
"yidG-1","yidG","1",50
"yidH-5","yidH","5",180
"yidI-5","yidI","5",87
"yidJ-4","yidJ","4",64
"yidK-3","yidK","3",80
"yidL-2","yidL","2",120
"yidP-3","yidP","3",33
"yidQ-4","yidQ","4",20
"yidR-5","yidR","5",253
"yidX-4","yidX","4",85
"yidZ-3","yidZ","3",75
"yieE-1","yieE","1",8
"yieF-3","yieF","3",542
"yieG-4","yieG","4",1048
"yieH-5","yieH","5",194
"yieI-2","yieI","2",40
"yieK-4","yieK","4",28
"yieL-2","yieL","2",79
"yieP-1","yieP","1",270
"yifB-3","yifB","3",66
"yifE-2","yifE","2",32
"yifK-4","yifK","4",252
"yifL-1","yifL","1",0
"yifN-3","yifN","3",76
"yifO-4","yifO","4",33
"yigA-2","yigA","2",15
"yigB-1","yigB","1",0
"yigE-1","yigE","1",41
"yigF-1","yigF","1",1
"yigG-3","yigG","3",25
"yigI-5","yigI","5",641
"yigL-1","yigL","1",985
"yigM-1","yigM","1",0
"yigP-1","yigP","1",0
"yigZ-4","yigZ","4",21
"yihA-2","yihA","2",381
"yihD-3","yihD","3",62
"yihE-1","yihE","1",1163
"yihF-4","yihF","4",17
"yihG-4","yihG","4",131
"yihI-1","yihI","1",26
"yihL-2","yihL","2",7
"yihM-2","yihM","2",52
"yihN-1","yihN","1",18
"yihO-5","yihO","5",27
"yihP-5","yihP","5",25
"yihQ-2","yihQ","2",8
"yihR-1","yihR","1",31
"yihS-5","yihS","5",62
"yihT-5","yihT","5",21
"yihU-1","yihU","1",0
"yihV-5","yihV","5",85
"yihW-3","yihW","3",54
"yihX-5","yihX","5",72
"yiiD-2","yiiD","2",398
"yiiE-1","yiiE","1",1
"yiiF-2","yiiF","2",48
"yiiG-4","yiiG","4",97
"yiiM-4","yiiM","4",95
"yiiQ-1","yiiQ","1",0
"yiiR-3","yiiR","3",195
"yiiS-1","yiiS","1",70
"yiiT-1","yiiT","1",277
"yiiU-4","yiiU","4",789
"yiiX-3","yiiX","3",284
"yijD-2","yijD","2",274
"yijE-5","yijE","5",72
"yijF-2","yijF","2",35
"yijO-4","yijO","4",48
"yijP-3","yijP","3",244
"yjaA-2","yjaA","2",128
"yjaB-4","yjaB","4",1
"yjaG-5","yjaG","5",543
"yjaH-1","yjaH","1",305
"yjbB-4","yjbB","4",214
"yjbD-5","yjbD","5",395
"yjbE-1","yjbE","1",0
"yjbF-3","yjbF","3",11
"yjbG-3","yjbG","3",1
"yjbH-4","yjbH","4",152
"yjbI-3","yjbI","3",31
"yjbJ-5","yjbJ","5",623
"yjbL-5","yjbL","5",18
"yjbM-1","yjbM","1",34
"yjbO-3","yjbO","3",9
"yjbQ-1","yjbQ","1",47
"yjbR-1","yjbR","1",0
"yjcB-3","yjcB","3",2034
"yjcC-5","yjcC","5",68
"yjcD-5","yjcD","5",403
"yjcE-4","yjcE","4",301
"yjcF-2","yjcF","2",64
"yjcH-2","yjcH","2",43
"yjcO-1","yjcO","1",269
"yjcP-1","yjcP","1",49
"yjcQ-4","yjcQ","4",20
"yjcR-1","yjcR","1",3
"yjcS-5","yjcS","5",30
"yjcZ-1","yjcZ","1",0
"yjdA-4","yjdA","4",103
"yjdC-3","yjdC","3",36
"yjdF-4","yjdF","4",71
"yjdI-4","yjdI","4",29
"yjdJ-1","yjdJ","1",114
"yjdK-4","yjdK","4",25
"yjdL-3","yjdL","3",86
"yjdO-1","yjdO","1",10
"yjdP-1","yjdP","1",0
"yjeE-2","yjeE","2",580
"yjeF-1","yjeF","1",110
"yjeH-2","yjeH","2",2
"yjeI-4","yjeI","4",5
"yjeJ-5","yjeJ","5",73
"yjeK-3","yjeK","3",921
"yjeM-4","yjeM","4",206
"yjeN-3","yjeN","3",1
"yjeO-1","yjeO","1",0
"yjeP-4","yjeP","4",692
"yjeS-3","yjeS","3",1213
"yjeT-3","yjeT","3",12
"yjfC-5","yjfC","5",21
"yjfF-1","yjfF","1",55
"yjfI-3","yjfI","3",52
"yjfJ-5","yjfJ","5",42
"yjfK-2","yjfK","2",24
"yjfL-3","yjfL","3",22
"yjfM-4","yjfM","4",53
"yjfN-4","yjfN","4",1
"yjfO-5","yjfO","5",397
"yjfP-5","yjfP","5",41
"yjfY-3","yjfY","3",138
"yjfZ-3","yjfZ","3",51
"yjgA-3","yjgA","3",463
"yjgB-4","yjgB","4",216
"yjgF-1","yjgF","1",538
"yjgH-2","yjgH","2",458
"yjgI-4","yjgI","4",3283
"yjgJ-3","yjgJ","3",1477
"yjgK-4","yjgK","4",1823
"yjgL-4","yjgL","4",309
"yjgM-5","yjgM","5",195
"yjgN-3","yjgN","3",46
"yjgP-4","yjgP","4",2205
"yjgQ-2","yjgQ","2",1780
"yjgR-5","yjgR","5",193
"yjgW-5","yjgW","5",170
"yjgX-16","yjgX","16",1964
"yjgZ-3","yjgZ","3",1
"yjhA-1","yjhA","1",34
"yjhB-2","yjhB","2",28
"yjhC-4","yjhC","4",46
"yjhD-2","yjhD","2",78
"yjhE-3","yjhE","3",60
"yjhF-4","yjhF","4",53
"yjhG-5","yjhG","5",57
"yjhH-1","yjhH","1",32
"yjhI-3","yjhI","3",75
"yjhP-1","yjhP","1",0
"yjhQ-3","yjhQ","3",10
"yjhR-2","yjhR","2",72
"yjhS-4","yjhS","4",74
"yjhT-1","yjhT","1",42
"yjhU-1","yjhU","1",704
"yjhV-5","yjhV","5",19
"yjhW-1","yjhW","1",7
"yjhX-3","yjhX","3",85
"yjiA-5","yjiA","5",224
"yjiC-3","yjiC","3",23
"yjiD-2","yjiD","2",26
"yjiE-4","yjiE","4",71
"yjiG-3","yjiG","3",194
"yjiH-5","yjiH","5",63
"yjiJ-1","yjiJ","1",0
"yjiK-2","yjiK","2",52
"yjiL-5","yjiL","5",37
"yjiM-5","yjiM","5",160
"yjiN-5","yjiN","5",229
"yjiO-3","yjiO","3",301
"yjiP-11","yjiP","11",91
"yjiR-1","yjiR","1",252
"yjiS-2","yjiS","2",1
"yjiT-5","yjiT","5",147
"yjiV-2","yjiV","2",338
"yjiW-1","yjiW","1",0
"yjiX-2","yjiX","2",1
"yjiY-4","yjiY","4",38
"yjiZ-2","yjiZ","2",82
"yjjA-5","yjjA","5",38
"yjjB-4","yjjB","4",104
"yjjG-5","yjjG","5",1649
"yjjI-4","yjjI","4",57
"yjjJ-4","yjjJ","4",295
"yjjK-1","yjjK","1",992
"yjjM-4","yjjM","4",22
"yjjN-1","yjjN","1",41
"yjjP-1","yjjP","1",137
"yjjQ-5","yjjQ","5",55
"yjjU-5","yjjU","5",588
"yjjV-1","yjjV","1",47
"yjjW-2","yjjW","2",2
"yjjX-3","yjjX","3",6
"yjjY-4","yjjY","4",50
"yjjZ-3","yjjZ","3",295
"yjtD-2","yjtD","2",549
"ykfA-1","ykfA","1",369
"ykfB-4","ykfB","4",118
"ykfC-2","ykfC","2",261
"ykfF-1","ykfF","1",0
"ykfG-1","ykfG","1",0
"ykfH-1","ykfH","1",0
"ykfI-3","ykfI","3",9
"ykfJ-5","ykfJ","5",178
"ykgA-3","ykgA","3",83
"ykgB-5","ykgB","5",59
"ykgC-1","ykgC","1",24
"ykgD-1","ykgD","1",25
"ykgE-5","ykgE","5",67
"ykgF-3","ykgF","3",64
"ykgG-3","ykgG","3",75
"ykgH-2","ykgH","2",73
"ykgI-2","ykgI","2",29
"ykgJ-1","ykgJ","1",0
"ykgK-4","ykgK","4",40
"ykgL-3","ykgL","3",65
"ykgM-1","ykgM","1",23
"ykgN-3","ykgN","3",372
"ykgO-3","ykgO","3",17
"ykiA-1","ykiA","1",15
"ykiB-4","ykiB","4",2
"ylaB-4","ylaB","4",467
"ylaC-5","ylaC","5",867
"ylbA-5","ylbA","5",115
"ylbE-11","ylbE","11",2
"ylbF-3","ylbF","3",20
"ylbG-1","ylbG","1",87
"ylbH-5","ylbH","5",176
"ylcG-1","ylcG","1",0
"yliA-2","yliA","2",143
"yliB-4","yliB","4",173
"yliC-2","yliC","2",35
"yliD-3","yliD","3",47
"yliE-3","yliE","3",36
"yliF-2","yliF","2",54
"yliG-5","yliG","5",51
"yliI-5","yliI","5",70
"yliJ-3","yliJ","3",554
"yliK-4","yliK","4",29
"yliL-5","yliL","5",78
"ymbA-5","ymbA","5",229
"ymcB-1","ymcB","1",0
"ymcC-4","ymcC","4",713
"ymcD-1","ymcD","1",0
"ymcE-3","ymcE","3",1115
"ymdA-1","ymdA","1",42
"ymdB-1","ymdB","1",125
"ymdC-3","ymdC","3",437
"ymdE-3","ymdE","3",38
"ymdF-4","ymdF","4",163
"ymfA-5","ymfA","5",78
"ymfD-2","ymfD","2",29
"ymfE-5","ymfE","5",4
"ymfG-5","ymfG","5",38
"ymfH-3","ymfH","3",2
"ymfI-2","ymfI","2",49
"ymfJ-4","ymfJ","4",36
"ymfK-5","ymfK","5",120
"ymfL-1","ymfL","1",3
"ymfM-1","ymfM","1",0
"ymfN-1","ymfN","1",0
"ymfO-1","ymfO","1",0
"ymfP-4","ymfP","4",20
"ymfQ-1","ymfQ","1",0
"ymfR-1","ymfR","1",0
"ymfS-1","ymfS","1",37
"ymfT-1","ymfT","1",0
"ymgA-2","ymgA","2",560
"ymgB-2","ymgB","2",369
"ymgC-3","ymgC","3",227
"ymgD-3","ymgD","3",50
"ymgE-1","ymgE","1",0
"ymgF-1","ymgF","1",0
"ymgG-5","ymgG","5",4
"ymgH-1","ymgH","1",49
"ymiA-4","ymiA","4",2
"ymjA-2","ymjA","2",1088
"ymjC-4","ymjC","4",45
"ynaA-4","ynaA","4",75
"ynaI-2","ynaI","2",150
"ynaJ-4","ynaJ","4",1512
"ynaK-2","ynaK","2",9
"ynbA-5","ynbA","5",23
"ynbB-1","ynbB","1",29
"ynbC-5","ynbC","5",130
"ynbD-1","ynbD","1",108
"ynbE-3","ynbE","3",6
"yncA-4","yncA","4",15
"yncB-1","yncB","1",113
"yncC-3","yncC","3",163
"yncD-4","yncD","4",161
"yncE-1","yncE","1",725
"yncG-3","yncG","3",40
"yncH-5","yncH","5",67
"yncI-2","yncI","2",98
"yncJ-5","yncJ","5",69
"yncK-2","yncK","2",102
"yncN-5","yncN","5",54
"yneE-2","yneE","2",189
"yneF-5","yneF","5",361
"yneG-4","yneG","4",38
"yneH-5","yneH","5",741
"yneI-2","yneI","2",19
"yneJ-1","yneJ","1",411
"yneK-1","yneK","1",85
"yneL-3","yneL","3",145
"ynfA-5","ynfA","5",41
"ynfB-4","ynfB","4",31
"ynfC-1","ynfC","1",238
"ynfD-1","ynfD","1",0
"ynfE-3","ynfE","3",134
"ynfF-3","ynfF","3",178
"ynfG-2","ynfG","2",59
"ynfH-5","ynfH","5",4
"ynfK-1","ynfK","1",0
"ynfL-3","ynfL","3",36
"ynfM-5","ynfM","5",183
"ynfN-1","ynfN","1",15
"ynfO-1","ynfO","1",0
"ynfP-1","ynfP","1",1
"ynhG-2","ynhG","2",692
"yniA-3","yniA","3",282
"yniB-5","yniB","5",450
"yniC-1","yniC","1",384
"yniD-1","yniD","1",0
"ynjA-5","ynjA","5",13
"ynjB-1","ynjB","1",0
"ynjC-1","ynjC","1",44
"ynjD-1","ynjD","1",94
"ynjE-5","ynjE","5",45
"ynjF-2","ynjF","2",41
"ynjH-3","ynjH","3",28
"ynjI-5","ynjI","5",37
"yoaA-3","yoaA","3",12
"yoaB-3","yoaB","3",12
"yoaC-6","yoaC","6",70
"yoaD-6","yoaD","6",182
"yoaE-1","yoaE","1",0
"yoaF-1","yoaF","1",0
"yoaG-2","yoaG","2",1165
"yoaH-1","yoaH","1",0
"yoaI-4","yoaI","4",12
"yobA-1","yobA","1",483
"yobB-1","yobB","1",0
"yobD-2","yobD","2",136
"yobF-2","yobF","2",169
"yobG-3","yobG","3",98
"yobH-3","yobH","3",149
"yodA-5","yodA","5",37
"yodB-5","yodB","5",33
"yodC-1","yodC","1",0
"yodD-5","yodD","5",258
"yoeA-5","yoeA","5",194
"yoeB-6","yoeB","6",634
"yoeF-1","yoeF","1",2
"yohC-6","yohC","6",613
"yohD-1","yohD","1",0
"yohF-1","yohF","1",0
"yohJ-5","yohJ","5",1
"yohK-5","yohK","5",295
"yohL-6","yohL","6",740
"yohM-6","yohM","6",490
"yohN-3","yohN","3",617
"yohO-6","yohO","6",16
"yojI-6","yojI","6",838
"yojL-3","yojL","3",626
"ypaA-4","ypaA","4",193
"ypdA-3","ypdA","3",290
"ypdB-3","ypdB","3",183
"ypdC-6","ypdC","6",5
"ypdD-3","ypdD","3",33
"ypdE-6","ypdE","6",2
"ypdF-6","ypdF","6",80
"ypdG-1","ypdG","1",12
"ypdH-5","ypdH","5",300
"ypdI-6","ypdI","6",21
"ypdJ-1","ypdJ","1",21
"ypeA-4","ypeA","4",133
"ypeB-3","ypeB","3",150
"ypeC-5","ypeC","5",178
"ypfE-1","ypfE","1",0
"ypfG-3","ypfG","3",425
"ypfH-1","ypfH","1",361
"ypfI-5","ypfI","5",19
"ypfJ-6","ypfJ","6",80
"ypfN-5","ypfN","5",71
"yphA-3","yphA","3",105
"yphB-2","yphB","2",27
"yphC-3","yphC","3",6
"yphD-4","yphD","4",6
"yphE-1","yphE","1",0
"yphF-3","yphF","3",57
"yphG-4","yphG","4",68
"yphH-3","yphH","3",146
"ypjA-5","ypjA","5",144
"ypjC-8","ypjC","8",64
"ypjD-5","ypjD","5",123
"ypjF-2","ypjF","2",64
"ypjJ-1","ypjJ","1",0
"ypjK-1","ypjK","1",0
"yqaA-5","yqaA","5",603
"yqaB-3","yqaB","3",979
"yqaE-5","yqaE","5",312
"yqcA-1","yqcA","1",425
"yqcC-3","yqcC","3",40
"yqcE-4","yqcE","4",59
"yqeA-2","yqeA","2",132
"yqeB-4","yqeB","4",11
"yqeC-6","yqeC","6",41
"yqeF-4","yqeF","4",170
"yqeG-2","yqeG","2",372
"yqeH-4","yqeH","4",97
"yqeI-6","yqeI","6",37
"yqeJ-5","yqeJ","5",5
"yqeK-5","yqeK","5",24
"yqfA-6","yqfA","6",1503
"yqfB-6","yqfB","6",71
"yqfE-1","yqfE","1",0
"yqgA-6","yqgA","6",3
"yqgB-1","yqgB","1",0
"yqgC-3","yqgC","3",3
"yqgD-1","yqgD","1",59
"yqgE-6","yqgE","6",90
"yqgF-2","yqgF","2",7
"yqhA-6","yqhA","6",1359
"yqhC-4","yqhC","4",414
"yqhD-6","yqhD","6",16
"yqhG-4","yqhG","4",37
"yqhH-2","yqhH","2",2
"yqiA-1","yqiA","1",0
"yqiB-2","yqiB","2",268
"yqiC-1","yqiC","1",34
"yqiG-5","yqiG","5",73
"yqiH-4","yqiH","4",50
"yqiI-3","yqiI","3",23
"yqiJ-3","yqiJ","3",77
"yqiK-2","yqiK","2",159
"yqjA-5","yqjA","5",52
"yqjB-5","yqjB","5",383
"yqjC-6","yqjC","6",2287
"yqjD-4","yqjD","4",100
"yqjE-1","yqjE","1",0
"yqjF-4","yqjF","4",804
"yqjG-5","yqjG","5",840
"yqjH-6","yqjH","6",2
"yqjI-1","yqjI","1",152
"yqjK-3","yqjK","3",283
"yraH-1","yraH","1",27
"yraI-5","yraI","5",46
"yraJ-6","yraJ","6",60
"yraK-4","yraK","4",62
"yraL-2","yraL","2",2
"yraM-6","yraM","6",264
"yraN-6","yraN","6",252
"yraP-2","yraP","2",11
"yraQ-5","yraQ","5",381
"yraR-3","yraR","3",79
"yrbA-6","yrbA","6",69
"yrbB-1","yrbB","1",129
"yrbC-4","yrbC","4",55
"yrbD-6","yrbD","6",966
"yrbE-1","yrbE","1",0
"yrbF-1","yrbF","1",0
"yrbG-4","yrbG","4",769
"yrbK-1","yrbK","1",2771
"yrbL-1","yrbL","1",1357
"yrdA-4","yrdA","4",315
"yrdB-1","yrdB","1",913
"yrdC-4","yrdC","4",1953
"yrdD-1","yrdD","1",892
"yrfA-6","yrfA","6",3
"yrfB-1","yrfB","1",0
"yrfC-1","yrfC","1",0
"yrfD-4","yrfD","4",25
"yrfF-4","yrfF","4",885
"yrfG-3","yrfG","3",608
"yrhA-1","yrhA","1",8
"yrhB-2","yrhB","2",218
"yrhC-4","yrhC","4",16
"ysaA-1","ysaA","1",0
"ysaB-1","ysaB","1",0
"ysgA-6","ysgA","6",306
"ytfA-2","ytfA","2",81
"ytfB-1","ytfB","1",0
"ytfE-2","ytfE","2",403
"ytfF-5","ytfF","5",1
"ytfG-6","ytfG","6",280
"ytfH-2","ytfH","2",2
"ytfI-5","ytfI","5",48
"ytfJ-1","ytfJ","1",0
"ytfK-5","ytfK","5",357
"ytfL-3","ytfL","3",2247
"ytfM-4","ytfM","4",369
"ytfN-4","ytfN","4",324
"ytfP-5","ytfP","5",4
"ytfQ-3","ytfQ","3",415
"ytfR-6","ytfR","6",72
"ytfT-1","ytfT","1",0
"ytjA-3","ytjA","3",318
"ytjB-5","ytjB","5",356
"ytjC-3","ytjC","3",742
"yzcX-1","yzcX","1",488
"yzfA-5","yzfA","5",1
"yzgL-3","yzgL","3",33
"zapA-1","zapA","1",4325
"zipA-1","zipA","1",3366
"zitB-5","zitB","5",35
"zntA-6","zntA","6",3214
"zntR-6","zntR","6",625
"znuA-2","znuA","2",2931
"znuB-6","znuB","6",449
"znuC-4","znuC","4",737
"zraP-1","zraP","1",35
"zraR-6","zraR","6",149
"zraS-5","zraS","5",76
"zupT-5","zupT","5",95
"zur-2","zur","2",26
"zwf-1","zwf","1",946
